audio_path,instrument
all-samples\violin\violin_C4_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_A3_phrase_mezzo-piano_arco-detache.mp3,violin
all-samples\violin\violin_F5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C7_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_A5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_D6_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_C6_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_D7_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_long_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_As3_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_A5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_C6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_1_piano_con-sord.mp3,violin
all-samples\violin\violin_Fs6_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_G5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_F4_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_G5_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_D7_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As3_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_Cs4_phrase_mezzo-piano_arco-detache.mp3,violin
all-samples\violin\violin_Ds5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_As4_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_G4_phrase_mezzo-piano_arco-glissando.mp3,violin
all-samples\violin\violin_Cs5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_As5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_1_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Cs6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_G4_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_A6_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_Gs6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_B6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E6_very-long_fortissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_A6_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs7_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_As6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_As5_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_G7_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs5_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_G3_025_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Fs6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_D6_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_C5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_G6_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_Fs6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_As3_phrase_mezzo-piano_arco-tremolo.mp3,violin
all-samples\violin\violin_E7_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_As3_1_forte_con-sord.mp3,violin
all-samples\violin\violin_As5_1_mezzo-forte_con-sord.mp3,violin
all-samples\violin\violin_As5_1_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D4_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_E4_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_As3_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_B4_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_D7_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_1_mezzo-piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_D6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_G4_1_mezzo-forte_con-sord.mp3,violin
all-samples\violin\violin_C7_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As3_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_D5_very-long_fortissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_E7_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs7_15_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E6_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_D5_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_very-long_pianissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_A3_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_G3_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_B4_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_Fs7_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_G7_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_C6_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_very-long_mezzo-piano_arco-tremolo.mp3,violin
all-samples\violin\violin_C4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_A3_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Fs7_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_As3_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_As4_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_G6_05_mezzo-forte_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_E7_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C4_phrase_mezzo-piano_arco-detache.mp3,violin
all-samples\violin\violin_A6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_C5_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_C5_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_D4_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds6_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_D6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_G7_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_B4_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A3_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_D7_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D5_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_C6_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_F6_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E4_1_piano_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_A7_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_As4_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_B3_phrase_mezzo-forte_arco-tenuto.mp3,violin
all-samples\violin\violin_Gs6_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_G4_long_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Cs4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_F4_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_D4_very-long_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_C6_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_1_piano_natural-harmonic.mp3,violin
all-samples\violin\violin_E6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_A3_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_As4_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_Fs4_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_F6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_C4_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_A4_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_As4_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_long_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Gs4_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_G3_1_mezzo-forte_con-sord.mp3,violin
all-samples\violin\violin_Ds4_phrase_forte_arco-martele.mp3,violin
all-samples\violin\violin_Fs4_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_As5_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_E5_1_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D5_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_A6_05_mezzo-forte_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Ds5_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_A5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_G4_phrase_fortissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_Gs5_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_025_forte_pizz-normal.mp3,violin
all-samples\violin\violin_Ds5_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_As5_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_D5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_C8_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_D5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_025_fortissimo_snap-pizz.mp3,violin
all-samples\violin\violin_Fs6_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_A3_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_E5_025_forte_pizz-normal.mp3,violin
all-samples\violin\violin_G3_025_forte_pizz-normal.mp3,violin
all-samples\violin\violin_F5_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_E4_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_G4_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_D7_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_A6_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_G3_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_As5_phrase_piano_arco-punta-d'arco.mp3,violin
all-samples\violin\violin_Fs4_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_As5_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Cs5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_D6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_A4_very-long_crescendo_arco-normal.mp3,violin
all-samples\violin\violin_F4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_As6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_G6_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_Fs4_phrase_mezzo-piano_arco-legato.mp3,violin
all-samples\violin\violin_D4_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_A6_1_piano_natural-harmonic.mp3,violin
all-samples\violin\violin_As3_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_B3_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_D6_1_piano_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Cs6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_phrase_mezzo-forte_arco-detache.mp3,violin
all-samples\violin\violin_Cs5_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_As5_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_As5_15_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_025_forte_snap-pizz.mp3,violin
all-samples\violin\violin_Gs5_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_Fs7_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_phrase_mezzo-forte_arco-tenuto.mp3,violin
all-samples\violin\violin_C6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_piano_con-sord.mp3,violin
all-samples\violin\violin_A5_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_G6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_A4_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_B4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs7_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_G3_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_G3_025_mezzo-piano_pizz-glissando.mp3,violin
all-samples\violin\violin_C4_1_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs5_long_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_E6_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_As3_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_Fs5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_F6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_15_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds6_15_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_Fs4_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_G7_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_G3_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_G7_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_F6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_B4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_As5_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_F5_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_Cs6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_As6_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_As4_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_G6_15_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_B3_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_D6_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_F6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_D5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_1_piano_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_G3_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_E5_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D6_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_B5_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_G6_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_Cs5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_E6_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C6_very-long_crescendo_arco-normal.mp3,violin
all-samples\violin\violin_As4_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B6_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs5_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_F7_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_G7_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_phrase_mezzo-forte_arco-tenuto.mp3,violin
all-samples\violin\violin_As3_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_Fs4_025_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_G4_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_Gs3_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_G7_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_Gs3_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E6_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_15_piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_G4_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_C5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_As5_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_Fs5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_C5_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As3_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_C5_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_C6_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_A3_phrase_fortissimo_arco-martele.mp3,violin
all-samples\violin\violin_As4_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_Fs4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D6_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_F5_phrase_piano_arco-punta-d'arco.mp3,violin
all-samples\violin\violin_Cs6_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_A4_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_G3_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_G7_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_025_forte_snap-pizz.mp3,violin
all-samples\violin\violin_C4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_1_piano_con-sord.mp3,violin
all-samples\violin\violin_D4_1_pianissimo_pizz-tremolo.mp3,violin
all-samples\violin\violin_F4_1_piano_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_G3_15_mezzo-forte_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_G3_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_As4_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_A4_very-long_decrescendo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_G3_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_Ds5_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_F4_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_Ds6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_F5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_F4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_B3_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C7_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_D4_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_A4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_D4_phrase_mezzo-forte_arco-detache.mp3,violin
all-samples\violin\violin_D6_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E5_05_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Fs7_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_phrase_forte_arco-martele.mp3,violin
all-samples\violin\violin_G3_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_Fs6_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs7_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_C5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_A6_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_D6_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_D5_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_Ds4_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_A4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_forte_pizz-normal.mp3,violin
all-samples\violin\violin_D4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_D6_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_D4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_phrase_mezzo-forte_arco-tenuto.mp3,violin
all-samples\violin\violin_G6_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_B4_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_B4_1_forte_con-sord.mp3,violin
all-samples\violin\violin_E6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_E8_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_D5_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_B3_phrase_mezzo-forte_arco-tremolo.mp3,violin
all-samples\violin\violin_A5_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_F7_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_F5_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_F6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_C4_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_B4_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_G6_025_mezzo-piano_arco-normal.mp3,violin
